date,id,activity,gold,iron,oil,silver,copper,aus,chn,clp,per,copper_l1,copper_l2,copper_l3,copper_l4,copper_l5,activity_l1,syp
01-01-90,1,16.43120002746582,415.0499877929688,14.05000019073486,22.70000076293945,5.204999923706055,2365.556884765625,1.280200004577637,4.73390007019043,296.7568054199219,.0127999996766448,,,,,,,
01-02-90,2,12.99470043182373,407.7000122070313,14.05000019073486,21.54000091552734,5.119999885559082,2358.943359375,1.317000031471252,4.73390007019043,292.4630126953125,.0132999997586012,2365.556884765625,,,,,16.43120002746582,
01-03-90,3,12.44079971313477,368.5,14.05000019073486,20.28000068664551,4.965000152587891,2625.70263671875,1.323500037193298,4.73390007019043,296.6632080078125,.0182000007480383,2358.943359375,2365.556884765625,,,,12.99470043182373,
01-04-90,4,2.60260009765625,367.75,14.05000019073486,18.54999923706055,4.934999942779541,2685.226806640625,1.309399962425232,4.73390007019043,296.4114990234375,.0275999996811152,2625.70263671875,2358.943359375,2365.556884765625,,,12.44079971313477,
01-05-90,5,-6.303199768066406,363.0499877929688,14.05000019073486,17.39999961853027,5.070000171661377,2740.34228515625,1.313899993896484,4.73390007019043,296.9710083007813,.0388000011444092,2685.226806640625,2625.70263671875,2358.943359375,2365.556884765625,,2.60260009765625,
01-06-90,6,-15.13360023498535,352.2000122070313,14.05000019073486,17.06999969482422,4.840000152587891,2583.81494140625,1.283699989318848,4.73390007019043,296.7889099121094,.0697999969124794,2740.34228515625,2685.226806640625,2625.70263671875,2358.943359375,2365.556884765625,-6.303199768066406,
01-07-90,7,-25.11720085144043,372.2999877929688,14.05000019073486,20.6299991607666,4.855000019073486,2769.0029296875,1.264500021934509,4.73390007019043,296.6654968261719,.1149000003933907,2583.81494140625,2740.34228515625,2685.226806640625,2625.70263671875,2358.943359375,-15.13360023498535,
01-08-90,8,-16.10370063781738,387.75,14.05000019073486,27.29999923706055,4.829999923706055,2956.3955078125,1.236600041389465,4.73390007019043,303.4408874511719,.3197999894618988,2769.0029296875,2583.81494140625,2740.34228515625,2685.226806640625,2625.70263671875,-25.11720085144043,
01-09-90,9,-18.70280075073242,408.3999938964844,14.05000019073486,39.58000183105469,4.795000076293945,3040.1708984375,1.212000012397766,4.734200000762939,308.3493957519531,.4343000054359436,2956.3955078125,2769.0029296875,2583.81494140625,2740.34228515625,2685.226806640625,-16.10370063781738,
01-10-90,10,-14.68900012969971,379.5,14.05000019073486,35.25,4.222499847412109,2742.547119140625,1.249099969863892,4.73390007019043,312.489501953125,.446399986743927,3040.1708984375,2956.3955078125,2769.0029296875,2583.81494140625,2740.34228515625,-18.70280075073242,
01-11-90,11,-9.727899551391602,384.8500061035156,14.05000019073486,29.10000038146973,4.087500095367432,2583.81494140625,1.293799996376038,4.971399784088135,326.8648071289063,.4395000040531158,2742.547119140625,3040.1708984375,2956.3955078125,2769.0029296875,2583.81494140625,-14.68900012969971,
